player,name,team,position,natural_position,club,league,age,pace,shooting,passing,dribbling,defending,physical,overall,vision,gk,caps,form,available
Amad Diallo Traoré,Amad Diallo Traoré,Ivory Coast,CAM,CAM,Manchester United,Premier League,22,85.0,74.0,75.0,83.0,54.0,52.0,79,76.6,11.25,8,79.0,1
Evann Guessand,Evann Guessand,Ivory Coast,RM,RM,Aston Villa,Premier League,24,83.0,76.0,73.0,79.0,36.0,77.0,79,75.4,7.0,8,79.0,1
Emmanuel Elysee Djedje Agbadou Badobre,Emmanuel Elysee Djedje Agbadou Badobre,Ivory Coast,CB,CB,Wolverhampton Wanderers,Premier League,28,80.0,50.0,64.0,66.0,78.0,83.0,79,70.0,9.75,8,79.0,1
Guéla Doué,Guéla Doué,Ivory Coast,RB,RB,RC Strasbourg Alsace,Ligue 1,22,72.0,47.0,70.0,72.0,74.0,78.0,77,72.8,12.0,8,77.0,1
Dazet Wilfried Armel Zaha,Dazet Wilfried Armel Zaha,Ivory Coast,LW,LW,Charlotte FC,Major League Soccer,32,82.0,75.0,72.0,79.0,37.0,72.0,77,74.0,11.5,52,77.0,1
Sébastien Romain Teddy Haller,Sébastien Romain Teddy Haller,Ivory Coast,ST,ST,FC Utrecht,Eredivisie,31,50.0,78.0,62.0,74.0,51.0,76.0,77,68.0,6.5,52,77.0,1
Seko Mohamed Fofana,Seko Mohamed Fofana,Ivory Coast,CM,CM,Stade Rennais FC,Ligue 1,30,68.0,75.0,74.0,76.0,71.0,80.0,77,75.2,9.5,52,77.0,1
Ibrahim Sangaré,Ibrahim Sangaré,Ivory Coast,CDM,CDM,Nottingham Forest,Premier League,27,58.0,65.0,72.0,71.0,77.0,79.0,77,74.0,8.25,52,77.0,1
Jonathan Bamba,Jonathan Bamba,Ivory Coast,LM,LM,Chicago Fire,Major League Soccer,29,83.0,73.0,73.0,78.0,39.0,67.0,77,74.6,11.5,30,77.0,1
Hamed Junior Traoré,Hamed Junior Traoré,Ivory Coast,LM,LM,Olympique de Marseille,Ligue 1,25,78.0,70.0,72.0,80.0,57.0,61.0,77,74.0,10.25,8,77.0,1
Jérémie Boga,Jérémie Boga,Ivory Coast,LW,LW,OGC Nice,Ligue 1,28,85.0,69.0,72.0,81.0,39.0,64.0,76,73.6,13.25,8,76.0,1
Yahia Fofana,Yahia Fofana,Ivory Coast,GK,GK,Çaykur Rizespor,Süper Lig,24,45.0,45.0,45.0,45.0,45.0,45.0,76,76.0,75.5,8,76.0,1
Alban Lafont,Alban Lafont,Ivory Coast,GK,GK,Panathinaikos FC,Super League,26,45.0,45.0,45.0,45.0,45.0,45.0,75,75.0,74.5,8,75.0,1
Christopher Téa Operi,Christopher Téa Operi,Ivory Coast,LB,LB,Medipol Başakşehir FK,Süper Lig,28,78.0,61.0,70.0,72.0,68.0,72.0,74,71.6,13.0,8,74.0,1
Cédric Kipré,Cédric Kipré,Ivory Coast,CB,CB,Ipswich Town,Championship,28,68.0,35.0,49.0,55.0,72.0,87.0,74,59.0,10.0,8,74.0,1
Eric Bertrand Bailly,Eric Bertrand Bailly,Ivory Coast,CB,CB,Real Oviedo,La Liga,31,64.0,42.0,59.0,66.0,74.0,70.0,74,65.0,11.25,8,74.0,1
Christian Michael Kouamé Kouakou,Christian Michael Kouamé Kouakou,Ivory Coast,ST,ST,Fiorentina,Serie A,27,77.0,71.0,67.0,76.0,40.0,66.0,74,69.8,12.25,8,74.0,1
Jean-Philippe Krasso,Jean-Philippe Krasso,Ivory Coast,ST,ST,Paris FC,Ligue 1,27,65.0,73.0,64.0,72.0,21.0,70.0,74,68.0,11.0,8,74.0,1
Yohan Alexandre Mady Boli,Yohan Alexandre Mady Boli,Ivory Coast,ST,ST,Antalyaspor,Süper Lig,31,77.0,73.0,59.0,72.0,39.0,74.0,73,64.6,11.25,8,73.0,1
Mohamed Koné,Mohamed Koné,Ivory Coast,GK,GK,Royal Charleroi Sporting Club,Pro League,23,45.0,45.0,45.0,45.0,45.0,45.0,68,68.0,67.5,8,68.0,1
Moisés Isaac Caicedo Corozo,Moisés Isaac Caicedo Corozo,Ecuador,CDM,CDM,Chelsea,Premier League,23,71.0,64.0,78.0,81.0,84.0,82.0,87,81.6,10.75,74,87.0,1
Willian Joel Pacho Tenorio,Willian Joel Pacho Tenorio,Ecuador,CB,CB,Paris Saint-Germain,Ligue 1,23,80.0,34.0,62.0,62.0,86.0,86.0,86,71.6,11.0,52,86.0,1
Piero Martín Hincapié Reyna,Piero Martín Hincapié Reyna,Ecuador,CB,CB,Arsenal,Premier League,23,84.0,41.0,65.0,72.0,84.0,82.0,83,72.2,9.75,52,83.0,1
Pervis Josué Estupiñán Tenorio,Pervis Josué Estupiñán Tenorio,Ecuador,LB,LB,AC Milan,Serie A,27,76.0,57.0,77.0,78.0,75.0,72.0,79,77.8,8.75,52,79.0,1
Ángelo Smit Preciado Quiñónez,Ángelo Smit Preciado Quiñónez,Ecuador,RM,RM,Sparta Praha,První liga,27,87.0,62.0,70.0,76.0,66.0,71.0,75,72.0,11.5,8,75.0,1
Joel Leandro Ordóñez Guerrero,Joel Leandro Ordóñez Guerrero,Ecuador,CB,CB,Club Brugge KV,Pro League,21,74.0,26.0,54.0,56.0,74.0,79.0,75,62.4,13.0,8,75.0,1
Hernán Ismael Galíndez,Hernán Ismael Galíndez,Ecuador,GK,GK,Huracán,Liga Profesional de Fútbol,38,45.0,45.0,45.0,45.0,45.0,45.0,74,74.0,74.25,8,74.0,1
Ray Kendry Páez Andrade,Ray Kendry Páez Andrade,Ecuador,CAM,CAM,RC Strasbourg Alsace,Ligue 1,18,79.0,68.0,69.0,75.0,43.0,54.0,73,70.6,10.5,8,73.0,1
Alexander Domínguez Carabalí,Alexander Domínguez Carabalí,Ecuador,GK,GK,LDU Quito,Serie A,38,45.0,45.0,45.0,45.0,45.0,45.0,73,73.0,72.75,8,73.0,1
Javier Nicolás Burrai,Javier Nicolás Burrai,Ecuador,GK,GK,Talleres,Liga Profesional de Fútbol,34,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,71.25,8,72.0,1
José Adoni Cifuentes Charcopa,José Adoni Cifuentes Charcopa,Ecuador,CM,CM,Toronto FC,Major League Soccer,26,71.0,61.0,68.0,73.0,71.0,78.0,72,69.6,11.5,8,72.0,1
Carlos Armando Gruezo Arboleda,Carlos Armando Gruezo Arboleda,Ecuador,CDM,CDM,LDU Quito,Serie A,30,58.0,46.0,62.0,70.0,67.0,75.0,72,66.0,10.5,8,72.0,1
Jhoanner Stalin Chávez Quintero,Jhoanner Stalin Chávez Quintero,Ecuador,LB,LB,RC Lens,Ligue 1,23,85.0,60.0,66.0,72.0,66.0,67.0,72,68.4,12.5,8,72.0,1
Júnior Nazareno Sornoza Moreira,Júnior Nazareno Sornoza Moreira,Ecuador,CAM,CAM,Independiente del Valle,Serie A,31,68.0,73.0,73.0,73.0,41.0,49.0,72,72.6,11.25,8,72.0,1
Leonardo Campana Romero,Leonardo Campana Romero,Ecuador,ST,ST,New England Revolution,Major League Soccer,25,65.0,72.0,48.0,65.0,31.0,71.0,72,57.599999999999994,10.0,8,72.0,1
Leonel Enrique Quiñónez Padilla,Leonel Enrique Quiñónez Padilla,Ecuador,LB,LB,LDU Quito,Serie A,31,75.0,63.0,69.0,68.0,65.0,73.0,71,69.8,11.25,8,71.0,1
Janner Hitcler Corozo Alman,Janner Hitcler Corozo Alman,Ecuador,LM,LM,Barcelona de Guayaquil,Serie A,29,84.0,65.0,65.0,71.0,51.0,64.0,71,67.4,10.0,8,71.0,1
Bryan Josías Ramírez León,Bryan Josías Ramírez León,Ecuador,LM,LM,LDU Quito,Serie A,24,85.0,62.0,64.0,70.0,62.0,66.0,71,66.8,10.5,8,71.0,1
Byron Efraín Palacios Vélez,Byron Efraín Palacios Vélez,Ecuador,ST,ST,Universidad Católica del Ecuador,Serie A,30,75.0,73.0,57.0,66.0,33.0,66.0,71,62.599999999999994,8.75,8,71.0,1
José Joel Carabalí Prado,José Joel Carabalí Prado,Ecuador,LB,LB,Universitario de Deportes,Liga 1,28,87.0,55.0,63.0,69.0,62.0,66.0,70,65.8,8.25,8,70.0,1
José Alfredo Quintero Ordóñez,José Alfredo Quintero Ordóñez,Ecuador,RB,RB,LDU Quito,Serie A,35,82.0,59.0,63.0,68.0,65.0,72.0,70,65.8,9.5,8,70.0,1
Luis David Cangá Sánchez,Luis David Cangá Sánchez,Ecuador,CB,CB,Universidad Católica del Ecuador,Serie A,30,59.0,61.0,55.0,50.0,69.0,79.0,70,61.0,13.75,8,70.0,1
John Yeboah Zamora,John Yeboah Zamora,Ecuador,ST,ST,Venezia,Serie B,25,92.0,66.0,62.0,75.0,26.0,57.0,70,65.19999999999999,10.0,8,70.0,1
John Anthony Mercado Cuero,John Anthony Mercado Cuero,Ecuador,LW,LW,Sparta Praha,První liga,23,86.0,60.0,62.0,72.0,32.0,63.0,70,65.19999999999999,8.5,8,70.0,1
Carlos Jhon Garcés Acosta,Carlos Jhon Garcés Acosta,Ecuador,ST,ST,Cienciano,Liga 1,35,55.0,72.0,52.0,65.0,32.0,77.0,70,59.2,11.75,8,70.0,1
Felipe Salvador Caicedo Corozo,Felipe Salvador Caicedo Corozo,Ecuador,ST,ST,Barcelona de Guayaquil,Serie A,36,57.0,71.0,65.0,64.0,43.0,70.0,69,66.6,9.5,8,69.0,1
Virgil van Dijk,Virgil van Dijk,Netherlands,CB,CB,Liverpool,Premier League,33,73.0,60.0,72.0,72.0,90.0,87.0,90,79.19999999999999,11.25,96,90.0,1
Frenkie de Jong,Frenkie de Jong,Netherlands,CM,CM,FC Barcelona,La Liga,28,82.0,71.0,85.0,87.0,78.0,77.0,87,85.80000000000001,9.75,74,87.0,1
Tijjani Martinus Jan Reijnders Lekatompessy,Tijjani Martinus Jan Reijnders Lekatompessy,Netherlands,CM,CM,Manchester City,Premier League,26,79.0,79.0,82.0,85.0,77.0,77.0,86,83.6,9.75,74,86.0,1
Ryan Jiro Gravenberch,Ryan Jiro Gravenberch,Netherlands,CDM,CDM,Liverpool,Premier League,23,76.0,76.0,81.0,85.0,81.0,81.0,85,82.6,10.75,52,85.0,1
Stefan de Vrij,Stefan de Vrij,Netherlands,CB,CB,Inter,Serie A,33,62.0,41.0,68.0,69.0,86.0,74.0,84,74.4,11.25,52,84.0,1
Cody Mathès Gakpo,Cody Mathès Gakpo,Netherlands,LM,LM,Liverpool,Premier League,26,83.0,82.0,80.0,83.0,47.0,74.0,84,81.6,10.0,52,84.0,1
Xavier Quentin Shay Simons,Xavier Quentin Shay Simons,Netherlands,CAM,CAM,Tottenham Hotspur,Premier League,22,77.0,77.0,80.0,87.0,61.0,70.0,84,81.6,9.5,52,84.0,1
Denzel Justus Morris Dumfries,Denzel Justus Morris Dumfries,Netherlands,RB,RB,Inter,Serie A,29,84.0,70.0,75.0,79.0,79.0,84.0,84,78.6,11.75,52,84.0,1
Nathan Benjamin Aké,Nathan Benjamin Aké,Netherlands,CB,CB,Manchester City,Premier League,30,72.0,53.0,72.0,75.0,84.0,74.0,83,76.4,10.75,52,83.0,1
Jeremie Agyekum Frimpong,Jeremie Agyekum Frimpong,Netherlands,RB,RB,Liverpool,Premier League,24,94.0,62.0,74.0,84.0,72.0,63.0,83,77.6,11.5,52,83.0,1
Micky van de Ven,Micky van de Ven,Netherlands,CB,CB,Tottenham Hotspur,Premier League,24,90.0,49.0,64.0,72.0,82.0,80.0,82,71.2,9.5,52,82.0,1
Matthijs de Ligt,Matthijs de Ligt,Netherlands,CB,CB,Manchester United,Premier League,25,62.0,61.0,62.0,67.0,82.0,83.0,82,70.0,11.25,52,82.0,1
Jurriën David Norman Timber,Jurriën David Norman Timber,Netherlands,RB,RB,Arsenal,Premier League,24,76.0,48.0,72.0,77.0,82.0,80.0,82,76.0,10.0,52,82.0,1
Sven Adriaan Botman,Sven Adriaan Botman,Netherlands,CB,CB,Newcastle United,Premier League,25,56.0,37.0,62.0,65.0,83.0,82.0,82,70.0,10.25,52,82.0,1
Marten Elco de Roon,Marten Elco de Roon,Netherlands,CM,CM,Atalanta,Serie A,34,61.0,74.0,77.0,76.0,83.0,80.0,81,78.6,13.25,52,81.0,1
Memphis Depay,Memphis Depay,Netherlands,ST,ST,,nan,31,79.0,82.0,79.0,83.0,30.0,78.0,81,79.8,11.0,52,81.0,1
Teun Koopmeiners,Teun Koopmeiners,Netherlands,CAM,CAM,Juventus,Serie A,27,70.0,79.0,83.0,78.0,75.0,75.0,81,82.19999999999999,11.0,52,81.0,1
Quinten Ryan Crispito Timber,Quinten Ryan Crispito Timber,Netherlands,CM,CM,Feyenoord,Eredivisie,24,77.0,78.0,76.0,80.0,74.0,83.0,80,77.6,8.0,8,80.0,1
Noa Noëll Lang,Noa Noëll Lang,Netherlands,LW,LW,Napoli,Serie A,26,80.0,77.0,73.0,84.0,50.0,68.0,80,75.8,11.0,8,80.0,1
Jacobus Antonius Peter Cillessen,Jacobus Antonius Peter Cillessen,Netherlands,GK,GK,NEC Nijmegen,Eredivisie,36,45.0,45.0,45.0,45.0,45.0,45.0,79,79.0,78.5,30,79.0,1
Mark Flekken,Mark Flekken,Netherlands,GK,GK,Bayer 04 Leverkusen,Bundesliga,32,45.0,45.0,45.0,45.0,45.0,45.0,78,78.0,77.75,52,78.0,1
Bart Verbruggen,Bart Verbruggen,Netherlands,GK,GK,Brighton & Hove Albion,Premier League,22,45.0,45.0,45.0,45.0,45.0,45.0,78,78.0,77.75,8,78.0,1
Emmanuel Esseh Emegha,Emmanuel Esseh Emegha,Netherlands,ST,ST,RC Strasbourg Alsace,Ligue 1,22,89.0,76.0,58.0,70.0,31.0,79.0,78,66.0,9.25,8,78.0,1
Steven Berghuis,Steven Berghuis,Netherlands,RW,RW,Ajax,Eredivisie,33,71.0,77.0,82.0,77.0,39.0,68.0,78,80.4,10.5,52,78.0,1
Wout François Maria Weghorst,Wout François Maria Weghorst,Netherlands,ST,ST,Ajax,Eredivisie,32,54.0,78.0,62.0,68.0,57.0,87.0,78,68.4,12.0,30,78.0,1
Luuk de Jong,Luuk de Jong,Netherlands,ST,ST,FC Porto,Primeira Liga,34,40.0,78.0,72.0,72.0,55.0,79.0,78,74.4,11.25,52,78.0,1
Kaoru Mitoma,Kaoru Mitoma,Japan,LM,LM,Brighton & Hove Albion,Premier League,28,87.0,73.0,76.0,86.0,57.0,64.0,82,78.4,11.5,52,82.0,1
Takefusa Kubo,Takefusa Kubo,Japan,RM,RM,Real Sociedad,La Liga,24,86.0,77.0,78.0,85.0,40.0,64.0,82,79.6,8.25,52,82.0,1
Ritsu Doan,Ritsu Doan,Japan,RM,RM,Eintracht Frankfurt,Bundesliga,27,82.0,71.0,78.0,85.0,41.0,64.0,82,79.6,10.0,52,82.0,1
Hidemasa Morita,Hidemasa Morita,Japan,CM,CM,Sporting CP,Primeira Liga,30,68.0,72.0,76.0,79.0,73.0,78.0,79,77.2,7.75,8,79.0,1
Wataru Endo,Wataru Endo,Japan,CDM,CDM,Liverpool,Premier League,32,58.0,68.0,71.0,77.0,79.0,73.0,79,74.2,9.5,30,79.0,1
Kaishu Sano,Kaishu Sano,Japan,CDM,CDM,1. FSV Mainz 05,Bundesliga,24,79.0,51.0,67.0,76.0,78.0,75.0,79,71.8,8.5,8,79.0,1
Daizen Maeda,Daizen Maeda,Japan,LW,LW,Celtic,Premiership,27,92.0,79.0,70.0,76.0,65.0,79.0,79,73.6,8.75,8,79.0,1
Takumi Minamino,Takumi Minamino,Japan,LM,LM,AS Monaco,Ligue 1,30,77.0,74.0,75.0,81.0,40.0,64.0,78,76.2,12.5,8,78.0,1
Hiroki Ito,Hiroki Ito,Japan,CB,CB,FC Bayern München,Bundesliga,26,74.0,57.0,71.0,72.0,80.0,72.0,78,73.80000000000001,10.75,30,78.0,1
Ko Itakura,Ko Itakura,Japan,CB,CB,Ajax,Eredivisie,28,75.0,59.0,61.0,74.0,77.0,76.0,77,67.4,10.25,30,77.0,1
Daichi Kamada,Daichi Kamada,Japan,CM,CM,Crystal Palace,Premier League,28,71.0,72.0,77.0,78.0,64.0,66.0,77,77.0,8.25,52,77.0,1
Koki Machida,Koki Machida,Japan,CB,CB,TSG 1899 Hoffenheim,Bundesliga,27,78.0,40.0,60.0,56.0,75.0,82.0,76,66.4,8.75,8,76.0,1
Kyogo Furuhashi,Kyogo Furuhashi,Japan,ST,ST,Birmingham City,Championship,30,84.0,75.0,67.0,75.0,48.0,64.0,75,70.19999999999999,10.5,8,75.0,1
Shuto Machino,Shuto Machino,Japan,ST,ST,Borussia Mönchengladbach,Bundesliga,25,83.0,75.0,68.0,76.0,39.0,76.0,75,70.8,9.25,8,75.0,1
Tsuyoshi Watanabe,Tsuyoshi Watanabe,Japan,CB,CB,Feyenoord,Eredivisie,28,76.0,39.0,52.0,59.0,76.0,78.0,75,61.2,12.75,8,75.0,1
Yukinari Sugawara,Yukinari Sugawara,Japan,RB,RB,SV Werder Bremen,Bundesliga,25,75.0,54.0,73.0,72.0,69.0,70.0,74,73.4,10.0,8,74.0,1
Zion Suzuki,Zion Suzuki,Japan,GK,GK,Parma,Serie A,22,45.0,45.0,45.0,45.0,45.0,45.0,74,74.0,73.5,8,74.0,1
Seiya Maikuma,Seiya Maikuma,Japan,RB,RB,AZ Alkmaar,Eredivisie,27,73.0,61.0,68.0,72.0,70.0,72.0,74,70.4,10.75,8,74.0,1
Ayase Ueda,Ayase Ueda,Japan,ST,ST,Feyenoord,Eredivisie,26,74.0,75.0,58.0,69.0,28.0,69.0,74,64.4,10.0,8,74.0,1
Ado Onaiwu,Ado Onaiwu,Japan,ST,ST,1. FC Magdeburg,2. Bundesliga,29,78.0,72.0,63.0,69.0,38.0,70.0,72,66.6,10.0,8,72.0,1
Yohei Takaoka,Yohei Takaoka,Japan,GK,GK,Vancouver Whitecaps FC,Major League Soccer,29,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,71.25,8,72.0,1
Kota Takai,Kota Takai,Japan,CB,CB,Tottenham Hotspur,Premier League,20,66.0,32.0,55.0,62.0,72.0,69.0,72,61.8,12.0,8,72.0,1
Miki Yamane,Miki Yamane,Japan,RB,RB,LA Galaxy,Major League Soccer,31,77.0,61.0,66.0,68.0,67.0,72.0,72,68.4,11.0,8,72.0,1
Keigo Tsunemoto,Keigo Tsunemoto,Japan,RB,RB,FC Basel 1893,Super League,26,78.0,52.0,62.0,64.0,68.0,61.0,71,65.6,12.0,8,71.0,1
Leo Brian Kokubo,Leo Brian Kokubo,Japan,GK,GK,Sint-Truidense VV,Pro League,24,45.0,45.0,45.0,45.0,45.0,45.0,70,70.0,69.25,8,70.0,1
Shin Yamada,Shin Yamada,Japan,ST,ST,Celtic,Premiership,25,81.0,68.0,49.0,63.0,30.0,72.0,69,57.0,8.75,8,69.0,1
Alexander Isak,Alexander Isak,Sweden,ST,ST,Liverpool,Premier League,25,83.0,89.0,73.0,85.0,39.0,76.0,88,79.0,7.75,74,88.0,1
Viktor Einar Gyökeres,Viktor Einar Gyökeres,Sweden,ST,ST,Arsenal,Premier League,27,90.0,86.0,73.0,81.0,36.0,91.0,87,78.6,11.25,74,87.0,1
Dejan Kulusevski,Dejan Kulusevski,Sweden,CM,CM,Tottenham Hotspur,Premier League,25,74.0,79.0,84.0,85.0,62.0,81.0,83,83.6,8.5,52,83.0,1
Anthony David Junior Elanga,Anthony David Junior Elanga,Sweden,RW,RW,Newcastle United,Premier League,23,92.0,72.0,76.0,82.0,39.0,70.0,81,78.0,9.0,52,81.0,1
Emil Peter Forsberg,Emil Peter Forsberg,Sweden,CAM,CAM,New York Red Bulls,Major League Soccer,33,64.0,73.0,81.0,80.0,35.0,61.0,79,80.2,11.5,52,79.0,1
Hugo Emanuel Larsson,Hugo Emanuel Larsson,Sweden,CM,CM,Eintracht Frankfurt,Bundesliga,21,77.0,73.0,71.0,78.0,71.0,77.0,78,73.80000000000001,10.25,8,78.0,1
Carl Anders Theodor Starfelt,Carl Anders Theodor Starfelt,Sweden,CB,CB,RC Celta,La Liga,30,74.0,31.0,56.0,68.0,78.0,78.0,78,64.80000000000001,9.5,8,78.0,1
Isak Malcolm Kwaku Hien,Isak Malcolm Kwaku Hien,Sweden,CB,CB,Atalanta,Serie A,26,69.0,37.0,49.0,58.0,79.0,82.0,78,60.6,10.25,8,78.0,1
Daniel Svensson,Daniel Svensson,Sweden,LB,LB,Borussia Dortmund,Bundesliga,23,77.0,56.0,75.0,76.0,73.0,74.0,77,75.8,11.25,8,77.0,1
Gabriel Gudmundsson,Gabriel Gudmundsson,Sweden,LB,LB,Leeds United,Premier League,26,87.0,64.0,71.0,75.0,70.0,75.0,77,73.4,9.0,8,77.0,1
Lucas Erik Holger Bergvall,Lucas Erik Holger Bergvall,Sweden,CM,CM,Tottenham Hotspur,Premier League,19,75.0,63.0,76.0,77.0,71.0,73.0,77,76.4,9.75,8,77.0,1
Mattias Olof Svanberg,Mattias Olof Svanberg,Sweden,CM,CM,VfL Wolfsburg,Bundesliga,26,73.0,70.0,74.0,76.0,66.0,73.0,76,74.8,8.25,30,76.0,1
Algot Sebastian Nanasi,Algot Sebastian Nanasi,Sweden,CAM,CAM,RC Strasbourg Alsace,Ligue 1,23,70.0,65.0,74.0,80.0,32.0,64.0,76,74.8,8.25,8,76.0,1
Niclas Eliasson Santana,Niclas Eliasson Santana,Sweden,RM,RM,AEK Athens,Super League,29,87.0,67.0,73.0,77.0,41.0,65.0,76,74.2,12.0,8,76.0,1
Eric Anders Smith,Eric Anders Smith,Sweden,CDM,CDM,FC St. Pauli,Bundesliga,28,67.0,59.0,67.0,66.0,73.0,79.0,75,70.19999999999999,10.5,8,75.0,1
Victor Jörgen Nilsson Lindelöf,Victor Jörgen Nilsson Lindelöf,Sweden,CB,CB,Aston Villa,Premier League,30,50.0,51.0,71.0,67.0,76.0,69.0,75,72.6,11.0,30,75.0,1
Håkan Gustaf Nilsson,Håkan Gustaf Nilsson,Sweden,ST,ST,Club Brugge KV,Pro League,28,71.0,75.0,58.0,64.0,32.0,80.0,75,64.8,10.75,8,75.0,1
Viktor Tobias Johansson,Viktor Tobias Johansson,Sweden,GK,GK,Stoke City,Championship,26,45.0,45.0,45.0,45.0,45.0,45.0,74,74.0,74.0,8,74.0,1
Mikael Ishak,Mikael Ishak,Sweden,ST,ST,Lech Poznań,Ekstraklasa,32,70.0,74.0,63.0,67.0,54.0,83.0,74,67.4,11.75,8,74.0,1
Williot Theo Swedberg,Williot Theo Swedberg,Sweden,LW,LW,RC Celta,La Liga,21,74.0,69.0,71.0,76.0,61.0,62.0,74,72.2,9.75,8,74.0,1
Emil Alfons Holm,Emil Alfons Holm,Sweden,RB,RB,Bologna,Serie A,25,83.0,61.0,67.0,71.0,67.0,80.0,74,69.8,8.25,8,74.0,1
Robin Patrick Olsen,Robin Patrick Olsen,Sweden,GK,GK,Malmö FF,Allsvenskan,35,45.0,45.0,45.0,45.0,45.0,45.0,73,73.0,72.75,8,73.0,1
Samuel Elias Dahl,Samuel Elias Dahl,Sweden,LB,LB,SL Benfica,Primeira Liga,22,83.0,51.0,68.0,75.0,65.0,69.0,73,70.0,12.0,8,73.0,1
Pontus Sven Gustav Jansson,Pontus Sven Gustav Jansson,Sweden,CB,CB,Malmö FF,Allsvenskan,34,57.0,45.0,51.0,59.0,73.0,81.0,73,59.8,6.75,8,73.0,1
Emil Henry ­Kristoffer Krafth,Emil Henry ­Kristoffer Krafth,Sweden,CB,CB,Newcastle United,Premier League,30,53.0,59.0,69.0,70.0,74.0,67.0,73,70.6,10.5,8,73.0,1
Bo Kristoffer Nordfeldt,Bo Kristoffer Nordfeldt,Sweden,GK,GK,AIK,Allsvenskan,36,45.0,45.0,45.0,45.0,45.0,45.0,72,72.0,70.0,8,72.0,1
Ellyes Joris Skhiri,Ellyes Joris Skhiri,Tunisia,CDM,CDM,Eintracht Frankfurt,Bundesliga,30,64.0,73.0,74.0,75.0,80.0,74.0,80,76.4,14.25,52,80.0,1
Ali Abdi,Ali Abdi,Tunisia,LB,LB,OGC Nice,Ligue 1,31,86.0,62.0,70.0,73.0,69.0,75.0,76,72.4,11.25,8,76.0,1
Hannibal Mejbri,Hannibal Mejbri,Tunisia,CM,CM,Burnley,Premier League,22,76.0,63.0,73.0,76.0,68.0,82.0,74,73.4,8.0,8,74.0,1
Montassar Omar Talbi,Montassar Omar Talbi,Tunisia,CB,CB,FC Lorient,Ligue 1,27,56.0,30.0,42.0,57.0,73.0,76.0,73,54.400000000000006,10.25,8,73.0,1
Ismaël Gharbi Álvarez,Ismaël Gharbi Álvarez,Tunisia,LM,LM,FC Augsburg,Bundesliga,21,78.0,67.0,69.0,79.0,41.0,56.0,73,70.6,9.75,8,73.0,1
Mohamed Elias Achouri,Mohamed Elias Achouri,Tunisia,LM,LM,FC København,Superliga,26,85.0,64.0,65.0,74.0,32.0,58.0,72,67.8,13.25,8,72.0,1
Amor Yonas Layouni,Amor Yonas Layouni,Tunisia,RW,RW,BK Häcken,Allsvenskan,32,92.0,71.0,64.0,70.0,41.0,77.0,72,67.2,12.0,8,72.0,1
Elias Saad,Elias Saad,Tunisia,LW,LW,FC Augsburg,Bundesliga,25,74.0,67.0,67.0,77.0,31.0,59.0,72,69.0,10.0,8,72.0,1
Yan Valery,Yan Valery,Tunisia,RB,RB,Sheffield Wednesday,Championship,26,62.0,52.0,63.0,68.0,70.0,74.0,71,66.2,12.75,8,71.0,1
Saîf-Eddine Khaoui,Saîf-Eddine Khaoui,Tunisia,CAM,CAM,Red Star FC,Ligue 2,30,50.0,68.0,71.0,71.0,49.0,59.0,70,70.6,12.25,8,70.0,1
Sebastian Tounekti,Sebastian Tounekti,Tunisia,LM,LM,Celtic,Premiership,22,78.0,62.0,62.0,70.0,24.0,63.0,69,64.8,7.5,8,69.0,1
Mortadha Ben Ouanes,Mortadha Ben Ouanes,Tunisia,LB,LB,Kasımpaşa SK,Süper Lig,30,72.0,60.0,68.0,68.0,66.0,65.0,69,68.4,13.5,8,69.0,1
Hamza Rafia,Hamza Rafia,Tunisia,CM,CM,Lecce,Serie A,26,60.0,67.0,68.0,74.0,48.0,63.0,68,68.0,11.25,8,68.0,1
Idris El Mizouni,Idris El Mizouni,Tunisia,CM,CM,Leyton Orient,League One,24,64.0,58.0,64.0,65.0,62.0,73.0,68,65.6,9.0,8,68.0,1
Dylan Daniel Mahmoud Bronn,Dylan Daniel Mahmoud Bronn,Tunisia,CB,CB,Servette FC,Super League,30,60.0,61.0,64.0,61.0,68.0,76.0,68,65.6,8.0,8,68.0,1
Sayfallah Ltaief,Sayfallah Ltaief,Tunisia,LM,LM,Sparta Rotterdam,Eredivisie,25,84.0,61.0,61.0,71.0,32.0,63.0,68,63.800000000000004,9.5,8,68.0,1
Anis Ben Slimane,Anis Ben Slimane,Tunisia,CM,CM,Norwich City,Championship,24,65.0,61.0,62.0,68.0,58.0,75.0,67,64.0,10.5,8,67.0,1
Alaa Ghram,Alaa Ghram,Tunisia,CB,CB,Shakhtar Donetsk,Premier League,23,72.0,42.0,57.0,63.0,67.0,69.0,67,61.0,9.75,8,67.0,1
Mohamed Belhadj Mahmoud,Mohamed Belhadj Mahmoud,Tunisia,CDM,CDM,FC Lugano,Super League,25,67.0,58.0,63.0,66.0,64.0,70.0,67,64.6,9.0,8,67.0,1
Mohammed Amin Cherni,Mohammed Amin Cherni,Tunisia,LB,LB,Göztepe SK,Süper Lig,23,74.0,33.0,54.0,60.0,59.0,67.0,66,58.8,11.75,8,66.0,1
Rami Kaib,Rami Kaib,Tunisia,LB,LB,Halmstads BK,Allsvenskan,28,74.0,46.0,63.0,63.0,57.0,67.0,65,63.8,10.75,8,65.0,1
