group,team,player,club,league,position,role,age,ea_overall,skill,form,experience,overall
G,New Zealand,Callum William McCowatt,Silkeborg IF,Superliga,MID,AM,26,67.0,67.5,67.0,25.5,65.2
G,New Zealand,James Robert McGarry,Brisbane Roar,A-League Men,DEF,FB,27,64.0,66.8,64.0,27.2,64.4
G,New Zealand,Ryan Jared Thomas,PEC Zwolle,Eredivisie,MID,CM,30,66.0,65.2,66.0,32.2,64.1
G,New Zealand,Nando Zen Pijnaker,Auckland FC,A-League Men,DEF,CB,26,67.0,65.8,67.0,25.5,64.0
G,New Zealand,Bill Poni Tuiloma,Charlotte FC,Major League Soccer,DEF,CB,30,65.0,65.1,65.0,32.2,63.9
G,New Zealand,Alexander Noah Paulsen,Lechia Gdańsk,Ekstraklasa,GK,GK,22,71.0,65.4,71.0,18.9,63.7
G,New Zealand,Tyler Grant Bindon,Sheffield United,Championship,DEF,CB,20,69.0,66.3,69.0,15.5,63.7
G,New Zealand,Finn Surman,Portland Timbers,Major League Soccer,DEF,CB,21,68.0,65.6,68.0,17.2,63.2
G,New Zealand,Sam Harry Sutton,Perth Glory,A-League Men,DEF,FB,23,63.0,66.0,63.0,20.5,63.0
G,New Zealand,Benjamin Peter Waine,Port Vale,League One,FWD,ST,24,62.0,65.1,62.0,22.2,62.4
G,New Zealand,Logan Tipene Rogerson,Auckland FC,A-League Men,MID,WM,27,64.0,63.1,64.0,27.2,61.9
G,New Zealand,Maxime Teremoana Crocombe,Millwall FC,Championship,GK,GK,31,65.0,61.6,65.0,33.9,61.7
G,New Zealand,Matthew Jimmy David Garbett,Peterborough United,League One,MID,AM,23,65.0,63.6,65.0,20.5,61.7
G,New Zealand,Cameron Drew Neru Howieson,Auckland FC,A-League Men,MID,CM,30,62.0,61.5,62.0,32.2,60.9
G,New Zealand,Oliver Steven Edward Sail,Auckland FC,A-League Men,GK,GK,29,63.0,59.9,63.0,30.5,59.8
G,New Zealand,Luke Brooke-Smith,Wellington Phoenix,A-League Men,FWD,W,17,57.0,61.2,57.0,12.2,57.9
I,Norway,Erling Braut Håland,Manchester City,Premier League,FWD,ST,24,90.0,86.8,90.0,76.1,87.0
I,Norway,Martin Ødegaard,Arsenal,Premier League,MID,CM,26,87.0,80.9,87.0,73.8,82.3
I,Norway,Alexander Sørloth,Atlético Madrid,La Liga,FWD,ST,29,84.0,80.1,84.0,69.7,80.9
I,Norway,Fredrik Aursnes,SL Benfica,Primeira Liga,MID,CM,29,80.0,78.3,80.0,54.8,77.5
I,Norway,Julian Ryerson,Borussia Dortmund,Bundesliga,DEF,FB,27,79.0,75.8,79.0,51.5,75.3
I,Norway,Zlatko Hovland Tripić,Viking FK,Eliteserien,FWD,W,32,76.0,77.4,76.0,35.5,74.3
I,Norway,Sander Gard Bolin Berge,Fulham FC,Premier League,MID,DM,27,79.0,76.2,79.0,27.2,73.2
I,Norway,Jørgen Strand Larsen,Wolverhampton Wanderers,Premier League,FWD,ST,25,78.0,76.6,78.0,23.9,73.0
I,Norway,Joshua Christian Kojo King,Al Khaleej,Pro League,FWD,ST,33,74.0,74.3,74.0,37.2,72.1
I,Norway,Patrick Berg,FK Bodø/Glimt,Eliteserien,MID,DM,27,77.0,74.1,77.0,27.2,71.4
I,Norway,Jonas Svensson,Beşiktaş JK,Süper Lig,DEF,FB,32,75.0,73.3,75.0,35.5,71.4
I,Norway,Mohamed Amine Elyounoussi,FC København,Superliga,MID,WM,30,76.0,72.9,76.0,32.2,71.0
I,Norway,Kristian Thorstvedt,Sassuolo,Serie A,MID,CM,26,75.0,73.5,75.0,25.5,70.6
I,Norway,Andreas Rædergård Schjelderup,SL Benfica,Primeira Liga,FWD,W,21,75.0,74.9,75.0,17.2,70.6
I,Norway,Antonio Eromonsele Nordby Nusa,RB Leipzig,Bundesliga,MID,WM,20,76.0,74.0,76.0,15.5,70.1
I,Norway,Aron Leonard Dønnum,Toulouse FC,Ligue 1,MID,WM,27,75.0,72.4,75.0,27.2,70.0
I,Norway,Ørjan Håskjold Nyland,Sevilla FC,La Liga,GK,GK,34,76.0,70.5,76.0,37.2,69.8
I,Norway,Andreas Schjølberg Hanche-Olsen,1. FSV Mainz 05,Bundesliga,DEF,CB,28,75.0,72.0,75.0,28.9,69.8
I,Norway,Fredrik André Bjørkan,FK Bodø/Glimt,Eliteserien,DEF,FB,26,74.0,72.2,74.0,25.5,69.5
I,Norway,Torbjørn Lysaker Heggem,Bologna,Serie A,DEF,CB,26,73.0,72.2,73.0,25.5,69.3
I,Norway,Kristoffer Vassbakk Köpp Ajer,Brentford,Premier League,DEF,FB,27,75.0,71.0,75.0,27.2,69.0
I,Norway,Jakob Glesnes,Philadelphia Union,Major League Soccer,DEF,CB,31,73.0,69.7,73.0,33.9,68.5
I,Norway,David Møller Wolfe,Wolverhampton Wanderers,Premier League,DEF,FB,23,73.0,71.2,73.0,20.5,68.2
I,Norway,Leo Skiri Østigård,Genoa,Serie A,DEF,CB,25,73.0,67.7,73.0,23.9,66.1
I,Norway,Mathias Lønne Dyngeland,SK Brann,Eliteserien,GK,GK,29,70.0,65.4,70.0,30.5,64.7
I,Norway,Egil Selvik,Watford,Championship,GK,GK,27,70.0,65.8,70.0,27.2,64.7
L,Panama,Michael Amir Murillo Bermúdez,Olympique de Marseille,Ligue 1,DEF,FB,29,76.0,74.6,76.0,30.5,72.0
L,Panama,Andrés Alberto Andrade Cedeño,LASK Linz,Bundesliga,DEF,CB,26,69.0,69.9,69.0,25.5,67.1
L,Panama,Eduardo Antonio Guerrero Locano,Dynamo Kyiv,Premier League,FWD,ST,25,69.0,69.7,69.0,23.9,66.8
L,Panama,Luis Ricardo Mejía Cajar,Club Nacional de Football,Primera División,GK,GK,34,72.0,66.7,72.0,37.2,66.6
L,Panama,José Fajardo Nelson,Universidad Católica del Ecuador,Serie A,FWD,ST,31,68.0,67.6,68.0,33.9,66.2
L,Panama,Aníbal Casis Godoy Lemus,San Diego FC,Major League Soccer,MID,CM,35,70.0,66.1,70.0,37.2,65.9
L,Panama,Orlando Mosquera,Al Fayha,Pro League,GK,GK,30,70.0,65.6,70.0,32.2,65.0
L,Panama,José Ángel Córdoba Chambers,Norwich City,Championship,DEF,CB,24,68.0,65.6,68.0,22.2,63.7
L,Panama,Azarias Emmanuel Londoño González,Universidad Católica del Ecuador,Serie A,FWD,ST,24,65.0,65.5,65.0,22.2,63.2
L,Panama,Edward Cedeño,UD Las Palmas,La Liga 2,MID,CM,21,66.0,64.4,66.0,17.2,62.0
L,Panama,Carlos Miguel Harvey Cesneros,Minnesota United FC,Major League Soccer,DEF,CB,25,65.0,63.0,65.0,23.9,61.6
L,Panama,Leslie Eduardo Heráldez Sevillano,Caracas FC,Primera Division,MID,DM,32,64.0,60.4,64.0,35.5,60.9
L,Panama,Martín Wilhelm Krug,Levante UD,La Liga,DEF,CB,18,62.0,59.4,62.0,12.2,57.5
L,Panama,Omar Javier Valencia Arauz,New York Red Bulls,Major League Soccer,DEF,FB,21,59.0,57.6,59.0,17.2,56.3
L,Panama,Rafael Antonio Mosquera Díaz,New York Red Bulls,Major League Soccer,FWD,W,20,54.0,58.9,54.0,15.5,56.2
D,Paraguay,Alejandro Sebastián Romero Gamarra,Al Ain,Pro League,MID,AM,30,79.0,79.1,79.0,56.5,78.1
D,Paraguay,Miguel Ángel Almirón Rejala,Atlanta United,Major League Soccer,FWD,W,31,76.0,77.5,76.0,58.2,76.7
D,Paraguay,Lorenzo Antonio Melgarejo Sanabria,Libertad,División Profesional,FWD,W,34,74.0,75.2,74.0,37.2,72.7
D,Paraguay,Gabriel Ávalos Stumpfs,Independiente,Liga Profesional de Fútbol,FWD,ST,34,75.0,73.7,75.0,37.2,71.9
D,Paraguay,Matías Nicolás Rojas Romero,Portland Timbers,Major League Soccer,FWD,W,29,74.0,74.3,74.0,30.5,71.4
D,Paraguay,Omar Federico Alderete Fernández,Sunderland,Premier League,DEF,CB,28,78.0,73.3,78.0,28.9,71.2
D,Paraguay,Richard Rafael Sánchez Guerrero,Racing Club,Liga Profesional de Fútbol,MID,CM,29,75.0,73.8,75.0,30.5,71.2
D,Paraguay,Arnaldo Antonio Sanabria Ayala,Cremonese,Serie A,FWD,ST,29,76.0,72.2,76.0,30.5,70.3
D,Paraguay,Santiago Arzamendia Duarte,Estudiantes de La Plata,Liga Profesional de Fútbol,DEF,FB,27,73.0,73.2,73.0,27.2,70.2
D,Paraguay,Julio César Enciso Espínola,RC Strasbourg Alsace,Ligue 1,MID,AM,21,73.0,73.0,73.0,17.2,69.0
D,Paraguay,Cecilio Andrés Domínguez Ruiz,Cerro Porteño,División Profesional,MID,WM,30,73.0,70.4,73.0,32.2,68.8
D,Paraguay,Gonzalo Agustín Sández,Rosario Central,Liga Profesional de Fútbol,DEF,FB,24,73.0,71.8,73.0,22.2,68.7
D,Paraguay,Diego Alexander Gómez Amarilla,Brighton & Hove Albion,Premier League,MID,CM,22,73.0,72.1,73.0,18.9,68.6
D,Paraguay,Robert Samuel Rojas Chávez,Libertad,División Profesional,DEF,FB,29,71.0,70.6,71.0,30.5,68.4
D,Paraguay,Álex Adrián Arce Barrios,Independiente Rivadavia,Liga Profesional de Fútbol,FWD,ST,30,75.0,69.2,75.0,32.2,68.3
D,Paraguay,Víctor Gustavo Velázquez Ramos,Cerro Porteño,División Profesional,DEF,CB,34,73.0,69.0,73.0,37.2,68.3
D,Paraguay,Diego Francisco Viera Ruiz Díaz,Libertad,División Profesional,DEF,CB,34,76.0,67.4,76.0,37.2,67.7
D,Paraguay,Iván Rodrigo Ramírez Segovia,Libertad,División Profesional,DEF,FB,30,71.0,68.6,71.0,32.2,67.2
D,Paraguay,Adrián Andrés Cubas,Vancouver Whitecaps FC,Major League Soccer,MID,DM,29,74.0,67.6,74.0,30.5,66.9
D,Paraguay,Matías David Espinoza Acosta,Libertad,División Profesional,DEF,FB,27,72.0,68.6,72.0,27.2,66.9
D,Paraguay,Williams Ismael Riveros Ibáñez,Universitario de Deportes,Liga 1,DEF,CB,32,72.0,67.4,72.0,35.5,66.9
D,Paraguay,Matías Galarza Fonda,River Plate,Liga Profesional de Fútbol,MID,CM,23,73.0,69.2,73.0,20.5,66.8
D,Paraguay,Juan Ángel Espínola González,Newell's Old Boys,Liga Profesional de Fútbol,GK,GK,30,71.0,67.5,71.0,32.2,66.5
D,Paraguay,José Ignacio Florentín Bobadilla,Central Cordoba SdE,Liga Profesional de Fútbol,MID,CM,28,71.0,67.9,71.0,28.9,66.4
D,Paraguay,Carlos Miguel Coronel,New York Red Bulls,Major League Soccer,GK,GK,28,72.0,67.3,72.0,28.9,66.2
D,Paraguay,Rodrigo Mario Morínigo Acosta,Libertad,División Profesional,GK,GK,26,71.0,66.7,71.0,25.5,65.3
K,Portugal,Bruno Miguel Borges Fernandes,Manchester United,Premier League,MID,AM,30,87.0,83.3,87.0,80.5,84.6
K,Portugal,Vítor Machado Ferreira,Paris Saint-Germain,Ligue 1,MID,CM,25,89.0,82.7,89.0,72.2,83.7
K,Portugal,Rafael Alexandre da Conceição Leão,AC Milan,Serie A,FWD,W,26,84.0,84.8,84.0,64.7,83.6
K,Portugal,Cristiano Ronaldo dos Santos Aveiro,Al Nassr,Pro League,FWD,ST,40,85.0,81.6,85.0,76.4,82.8
K,Portugal,Nuno Alexandre Tavares Mendes,Paris Saint-Germain,Ligue 1,DEF,FB,23,86.0,82.7,86.0,59.7,82.0
K,Portugal,Pedro António Pereira Gonçalves,Sporting CP,Primeira Liga,MID,AM,27,83.0,82.2,83.0,66.4,81.8
K,Portugal,João Pedro Cavaco Cancelo,Al Hilal,Pro League,DEF,FB,31,84.0,80.6,84.0,73.1,81.6
K,Portugal,Rúben dos Santos Gato Alves Dias,Manchester City,Premier League,DEF,CB,28,86.0,79.1,86.0,77.2,81.3
K,Portugal,Rúben Diogo da Silva Neves,Al Hilal,Pro League,MID,DM,28,84.0,80.4,84.0,68.1,80.9
K,Portugal,Bernardo Mota Veiga de Carvalho e Silva,Manchester City,Premier League,MID,CM,30,84.0,79.6,84.0,71.4,80.7
K,Portugal,Otávio Edmilson da Silva Monteiro,Al Qadsiah FC,Pro League,MID,AM,30,82.0,80.1,82.0,71.4,80.7
K,Portugal,João Pedro Gonçalves Neves,Paris Saint-Germain,Ligue 1,MID,CM,20,85.0,81.0,85.0,54.7,80.2
K,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Tottenham Hotspur,Premier League,MID,DM,29,83.0,78.5,83.0,69.7,79.6
K,Portugal,Gonçalo Bernardo Inácio,Sporting CP,Primeira Liga,DEF,CB,23,81.0,79.1,81.0,59.7,78.7
K,Portugal,José Diogo Dalot Teixeira,Manchester United,Premier League,DEF,FB,26,79.0,78.3,79.0,64.7,78.3
K,Portugal,Diogo Meireles da Costa,FC Porto,Primeira Liga,GK,GK,25,84.0,76.9,84.0,63.1,78.0
K,Portugal,Danilo Luís Hélio Pereira,Al Ittihad,Pro League,DEF,CB,33,81.0,75.6,81.0,76.4,78.0
K,Portugal,Rui Tiago Dantas da Silva,Sporting CP,Primeira Liga,GK,GK,31,81.0,75.8,81.0,73.1,77.8
K,Portugal,Raphaël Adelino José Guerreiro,FC Bayern München,Bundesliga,DEF,FB,31,80.0,73.5,80.0,73.1,76.1
K,Portugal,Armindo Tué Na Bangna,SL Benfica,Primeira Liga,FWD,W,30,78.0,79.6,78.0,32.2,75.8
K,Portugal,Matheus Luiz Nunes,Manchester City,Premier League,DEF,FB,26,79.0,77.8,79.0,25.5,74.1
K,Portugal,Fábio Daniel Soares Silva,Borussia Dortmund,Bundesliga,FWD,ST,22,79.0,77.7,79.0,18.9,73.4
K,Portugal,Daniel Castelo Podence,Olympiacos FC,Super League,FWD,W,29,77.0,76.3,77.0,30.5,73.3
K,Portugal,Gonçalo Matias Ramos,Paris Saint-Germain,Ligue 1,FWD,ST,24,80.0,76.6,80.0,22.2,73.1
K,Portugal,José Pedro Malheiro de Sá,Wolverhampton Wanderers,Premier League,GK,GK,32,77.0,71.6,77.0,59.8,73.0
K,Portugal,Diogo Filipe Monteiro Pinto Leite,1. FC Union Berlin,Bundesliga,DEF,CB,26,78.0,72.3,78.0,25.5,70.2
B,Qatar,Edmílson Junior Paulo da Silva,,nan,FWD,W,30,76.0,78.4,76.0,32.2,74.7
B,Qatar,Guilherme dos Santos Torres,,nan,MID,DM,34,77.0,73.6,77.0,37.2,72.1
B,Qatar,Akram Hassan Afif Yahya Afif,,nan,MID,WM,28,78.0,73.8,78.0,28.9,71.5
B,Qatar,Almoez Ali Zainalabedeen Mohamed Abdulla,,nan,FWD,ST,28,74.0,72.2,74.0,28.9,69.8
B,Qatar,Karim Boudiaf,,nan,MID,CM,34,71.0,69.7,71.0,37.2,68.5
B,Qatar,Abdelkarim Hassan Al Haj Fadlalla,,nan,DEF,FB,31,70.0,69.9,70.0,33.9,68.1
B,Qatar,Hasan Khalid Hasan Al Haydos,,nan,MID,WM,34,71.0,68.4,71.0,37.2,67.6
B,Qatar,Boualem Khoukhi,,nan,DEF,CB,34,71.0,68.2,71.0,37.2,67.5
B,Qatar,Abdulaziz Hatem Abdallah Mohammed,,nan,MID,CM,34,70.0,68.0,70.0,37.2,67.2
B,Qatar,Bassam Hisham Ali Al Rawi,,nan,DEF,FB,27,69.0,68.6,69.0,27.2,66.4
B,Qatar,Pedro Miguel Carvalho Deus Correia,,nan,DEF,FB,34,68.0,67.4,68.0,37.2,66.4
B,Qatar,Lucas Michel Mendes,,nan,DEF,CB,34,70.0,66.1,70.0,37.2,65.9
B,Qatar,Tarek Salman Suleiman Odeh,,nan,DEF,CB,27,68.0,67.6,68.0,27.2,65.6
B,Qatar,Meshaal Aissa Mohammed Barsham,,nan,GK,GK,27,70.0,65.8,70.0,27.2,64.7
B,Qatar,Homam Al Amin Mohamed Ahmed,,nan,DEF,FB,25,68.0,66.3,68.0,23.9,64.4
B,Qatar,Yusuf Abdurisag,,nan,FWD,W,25,65.0,66.6,65.0,23.9,64.1
B,Qatar,Ahmed Mohamed Hussein Kassim Al Ganehi,,nan,FWD,W,24,67.0,66.0,67.0,22.2,63.8
B,Qatar,Ahmed Fathi Mansi Abdoulla,,nan,MID,DM,32,68.0,63.7,68.0,35.5,63.7
B,Qatar,Mohammed Muntari,,nan,FWD,ST,31,66.0,64.0,66.0,33.9,63.5
B,Qatar,Assim Omer Al Haj Madibo,,nan,MID,DM,28,65.0,62.6,65.0,28.9,61.9
B,Qatar,Saad Abdullah Mohammed Ebrahim Al Sheeb,,nan,GK,GK,35,65.0,61.4,65.0,37.2,61.8
B,Qatar,Jassem Gaber Elsayed Abdulsallam,,nan,DEF,CB,23,63.0,63.0,63.0,20.5,61.0
B,Qatar,Salah Zakaria Mohamed Mousa Hassan,,nan,GK,GK,26,64.0,60.1,64.0,25.5,59.7
B,Qatar,Abdullah Sirelkhatim Abdullah Yousef,,nan,DEF,FB,23,63.0,60.3,63.0,20.5,59.1
B,Qatar,Ahmed Husham Ali Al Rawi,,nan,FWD,ST,21,60.0,60.9,60.0,17.2,58.7
B,Qatar,Mustafa Tarek Mashaal,,nan,MID,CM,24,64.0,58.5,64.0,22.2,58.3
H,Saudi Arabia,Salem Al Dawsari,Al Hilal,Pro League,MID,WM,33,82.0,78.5,82.0,76.4,80.1
H,Saudi Arabia,Saud Abdullah Abdul Hamid,RC Lens,Ligue 1,DEF,FB,25,75.0,73.0,75.0,23.9,70.0
H,Saudi Arabia,Sultan Abdullah Salem Al Ghannam,Al Nassr,Pro League,DEF,FB,31,72.0,71.9,72.0,33.9,69.8
H,Saudi Arabia,Musab Fahd Al Juwayr,Al Qadsiah FC,Pro League,MID,CM,22,75.0,72.1,75.0,18.9,68.9
H,Saudi Arabia,Mohamed Ibrahim Abdullah Kanno,Al Hilal,Pro League,MID,CM,30,72.0,70.8,72.0,32.2,68.9
H,Saudi Arabia,Hassan Mohammed Tambakti,Al Hilal,Pro League,DEF,CB,26,72.0,71.4,72.0,25.5,68.6
H,Saudi Arabia,Hassan Kadesh Mahboob,Al Ittihad,Pro League,DEF,FB,32,71.0,69.5,71.0,35.5,68.2
H,Saudi Arabia,Salman Al Faraj,NEOM SC,Pro League,MID,CM,35,69.0,69.5,69.0,37.2,68.0
H,Saudi Arabia,Ahmed Mohammed Sharahili,Al Ittihad,Pro League,DEF,CB,31,71.0,69.4,71.0,33.9,67.9
H,Saudi Arabia,Ali Mohammed Ali Lajami,Al Hilal,Pro League,DEF,CB,29,70.0,69.3,70.0,30.5,67.4
H,Saudi Arabia,Mohammed Ibrahim Mohammed Al Burayk,NEOM SC,Pro League,DEF,FB,32,70.0,68.3,70.0,35.5,67.2
H,Saudi Arabia,Abdulrahman Ali Hassan Al Aboud,Al Ittihad,Pro League,MID,WM,30,70.0,68.4,70.0,32.2,67.0
H,Saudi Arabia,Muhannad Mustafa Al Shanqeeti,Al Ittihad,Pro League,DEF,FB,26,70.0,69.1,70.0,25.5,66.7
H,Saudi Arabia,Firas Tariq Nasser Al Buraikan,Al Ahli SFC,Pro League,MID,WM,25,75.0,67.6,75.0,23.9,66.4
H,Saudi Arabia,Abdulelah Ali Awadh Al Amri,Al Nassr,Pro League,DEF,CB,28,70.0,68.1,70.0,28.9,66.4
H,Saudi Arabia,Sultan Ahmed Mohammed Mandash,Al Taawoun FC,Pro League,FWD,W,30,67.0,68.3,67.0,32.2,66.4
H,Saudi Arabia,Abdulrahman Abdullah Ghareeb,Al Nassr,Pro League,MID,WM,28,70.0,67.3,70.0,28.9,65.9
H,Saudi Arabia,Abdullah Al Salem,Al Qadsiah FC,Pro League,FWD,ST,32,67.0,67.1,67.0,35.5,65.9
H,Saudi Arabia,Saleh Al Jamaan Al Amri,Al Khaleej,Pro League,MID,WM,31,69.0,66.4,69.0,33.9,65.6
H,Saudi Arabia,Nawaf Dhahi Faisal Al Suwaiti Al Aqidi,Al Nassr,Pro League,GK,GK,25,72.0,67.1,72.0,23.9,65.5
H,Saudi Arabia,Saleh Khalid Mohammed Al Shehri,Al Ittihad,Pro League,FWD,ST,31,69.0,66.3,69.0,33.9,65.5
H,Saudi Arabia,Abdulfattah Mohamed Adam,Al Taawoun FC,Pro League,FWD,ST,30,66.0,66.3,66.0,32.2,64.9
H,Saudi Arabia,Abdullah Abdulrahman Al Hamdan,Al Hilal,Pro League,FWD,ST,25,64.0,65.6,64.0,23.9,63.2
H,Saudi Arabia,Abdulquddus Atiah Mohammed Qawod,Al Taawoun FC,Pro League,GK,GK,28,65.0,62.2,65.0,28.9,61.6
H,Saudi Arabia,Mustafa Reda Malayekah,NEOM SC,Pro League,GK,GK,39,64.0,60.3,64.0,37.2,61.0
H,Saudi Arabia,Ahmed Abdu Jaber,NEOM SC,Pro League,FWD,ST,28,64.0,61.3,64.0,28.9,60.8
C,Scotland,Scott Francis McTominay,Napoli,Serie A,MID,CM,28,85.0,80.0,85.0,68.1,80.8
C,Scotland,Andrew Henry Robertson,Liverpool,Premier League,DEF,FB,31,82.0,77.3,82.0,73.1,79.0
C,Scotland,John McGinn,Aston Villa,Premier League,MID,WM,30,81.0,76.3,81.0,71.4,78.0
C,Scotland,Ryan Gauld,Vancouver Whitecaps FC,Major League Soccer,FWD,W,29,78.0,78.1,78.0,30.5,74.7
C,Scotland,Kieran Tierney,Celtic,Premiership,DEF,FB,28,77.0,75.1,77.0,53.2,74.7
C,Scotland,Ché Zach Everton Fred Adams,Torino,Serie A,FWD,ST,28,77.0,77.7,77.0,28.9,74.1
C,Scotland,Callum William McGregor,Celtic,Premiership,MID,DM,32,79.0,76.2,79.0,35.5,74.0
C,Scotland,Ryan Christie,AFC Bournemouth,Premier League,MID,DM,30,79.0,76.0,79.0,32.2,73.6
C,Scotland,Lewis Ferguson,Bologna,Serie A,MID,CM,25,78.0,75.1,78.0,23.9,71.9
C,Scotland,Oliver Jasen Burke,1. FC Union Berlin,Bundesliga,FWD,ST,28,73.0,75.1,73.0,28.9,71.6
C,Scotland,Lewis Morgan,New York Red Bulls,Major League Soccer,FWD,ST,28,73.0,74.7,73.0,28.9,71.4
C,Scotland,Thomas Cairney,Fulham FC,Premier League,MID,CM,34,74.0,71.7,74.0,37.2,70.3
C,Scotland,Jack William Hendry,Al Ettifaq,Pro League,DEF,CB,30,74.0,72.5,74.0,32.2,70.3
C,Scotland,Lawrence Shankland,Hearts,Premiership,FWD,ST,29,73.0,72.2,73.0,30.5,69.8
C,Scotland,Greg John Taylor,PAOK,Super League,DEF,FB,27,74.0,72.0,74.0,27.2,69.5
C,Scotland,John Souttar,Rangers FC,Premiership,DEF,CB,28,73.0,71.7,73.0,28.9,69.3
C,Scotland,Scott Fraser McKenna,Dinamo Zagreb,Hrvatska nogometna liga,DEF,CB,28,75.0,70.3,75.0,28.9,68.7
C,Scotland,Barry Ryan Bannan,Sheffield Wednesday,Championship,MID,CM,35,73.0,69.4,73.0,37.2,68.6
C,Scotland,Oliver Robert McBurnie,Hull City,Championship,FWD,ST,29,74.0,70.0,74.0,30.5,68.5
C,Scotland,Aaron Buchanan Hickey,Brentford,Premier League,DEF,FB,23,74.0,70.7,74.0,20.5,68.0
C,Scotland,Billy Clifford Gilmour,Napoli,Serie A,MID,CM,24,74.0,70.3,74.0,22.2,67.9
C,Scotland,Josh Thomas Doig,Sassuolo,Serie A,DEF,FB,23,73.0,70.6,73.0,20.5,67.8
C,Scotland,Ryan Porteous,Los Angeles FC,Major League Soccer,DEF,CB,26,71.0,70.1,71.0,25.5,67.6
C,Scotland,Angus Fraser James Gunn,Nottingham Forest,Premier League,GK,GK,29,72.0,68.0,72.0,30.5,66.8
C,Scotland,Zander Clark,Hearts,Premiership,GK,GK,33,70.0,66.0,70.0,37.2,65.8
C,Scotland,Craig Sinclair Gordon,Hearts,Premiership,GK,GK,42,67.0,63.5,67.0,37.2,63.6
I,Senegal,Sadio Mané,Al Nassr,Pro League,MID,WM,33,83.0,77.7,83.0,76.4,79.7
I,Senegal,Kalidou Koulibaly,Al Hilal,Pro League,DEF,CB,34,82.0,77.8,82.0,76.4,79.6
I,Senegal,Nicolas Jackson,FC Bayern München,Bundesliga,FWD,ST,24,80.0,78.0,80.0,61.4,78.0
I,Senegal,Édouard Osoque Mendy,Al Ahli SFC,Pro League,GK,GK,33,80.0,73.7,80.0,76.4,76.5
I,Senegal,Boulaye Dia,Lazio,Serie A,FWD,ST,28,80.0,79.1,80.0,28.9,75.5
I,Senegal,Idrissa Gana Gueye,Everton,Premier League,MID,DM,35,79.0,74.3,79.0,61.5,75.3
I,Senegal,Ismaïla Sarr,Crystal Palace,Premier League,MID,AM,27,79.0,79.2,79.0,27.2,75.2
I,Senegal,Moussa Niakhaté,Olympique Lyonnais,Ligue 1,DEF,CB,29,77.0,74.0,77.0,54.8,74.1
I,Senegal,Pape Matar Sarr,Tottenham Hotspur,Premier League,MID,CM,22,79.0,75.9,79.0,18.9,72.2
I,Senegal,Pape Alassane Gueye,Villarreal CF,La Liga,MID,CM,26,78.0,75.1,78.0,25.5,72.1
I,Senegal,Iliman Cheikh Baroy Ndiaye,Everton,Premier League,MID,WM,25,79.0,74.5,79.0,23.9,71.7
I,Senegal,Pathé Ismaël Ciss,Rayo Vallecano,La Liga,MID,DM,31,77.0,73.2,77.0,33.9,71.5
I,Senegal,Mame Baba Thiam,Eyüpspor,Süper Lig,FWD,ST,32,75.0,73.1,75.0,35.5,71.3
I,Senegal,Lamine Camara,AS Monaco,Ligue 1,MID,CM,21,77.0,74.6,77.0,17.2,70.8
I,Senegal,Ismail Joshua Jakobs,Galatasaray SK,Süper Lig,DEF,FB,25,75.0,74.0,75.0,23.9,70.7
I,Senegal,Yehvann Diouf,OGC Nice,Ligue 1,GK,GK,25,78.0,72.4,78.0,23.9,70.1
I,Senegal,El Hadji Malick Diouf,West Ham United,Premier League,DEF,FB,20,75.0,73.7,75.0,15.5,69.6
I,Senegal,Cheikh Tidiane Sabaly,FC Metz,Ligue 1,FWD,ST,26,72.0,72.0,72.0,25.5,69.0
I,Senegal,Habibou Mouhamadou Diallo,FC Metz,Ligue 1,FWD,ST,30,72.0,70.6,72.0,32.2,68.7
I,Senegal,Ousseynou Ba,Medipol Başakşehir FK,Süper Lig,DEF,CB,29,74.0,69.5,74.0,30.5,68.2
I,Senegal,Adama Boiro Boiro,Athletic Club,La Liga,DEF,FB,23,73.0,70.6,73.0,20.5,67.8
I,Senegal,Cheikh Ahmadou Bamba Mbacké Dieng,FC Lorient,Ligue 1,FWD,ST,25,71.0,70.2,71.0,23.9,67.5
I,Senegal,Abdoulaye Niakhate Ndiaye,Parma,Serie A,DEF,CB,23,75.0,69.5,75.0,20.5,67.3
I,Senegal,Moussa N'Diaye,RSC Anderlecht,Pro League,DEF,FB,23,72.0,69.3,72.0,20.5,66.7
I,Senegal,Arouna Sangante,Le Havre AC,Ligue 1,DEF,CB,23,73.0,68.6,73.0,20.5,66.4
I,Senegal,Seny Timothy Dieng,Middlesbrough,Championship,GK,GK,30,70.0,65.6,70.0,32.2,65.0
A,South Africa,Lyle Brent Foster,Burnley,Premier League,FWD,ST,24,72.0,73.1,72.0,22.2,69.5
A,South Africa,Gift Links,Aarhus Gymnastikforening,Superliga,DEF,FB,26,72.0,72.0,72.0,25.5,69.1
A,South Africa,Siyabonga Ngezana,FCSB,Liga I,DEF,CB,27,73.0,70.4,73.0,27.2,68.3
A,South Africa,Bongokuhle Hlongwane,Minnesota United FC,Major League Soccer,DEF,FB,25,71.0,69.5,71.0,23.9,67.0
A,South Africa,Kobamelo Kodisang,AVS Futebol SAD,Primeira Liga,MID,WM,25,68.0,66.1,68.0,23.9,64.2
A,South Africa,Mohau Nkota,Al Ettifaq,Pro League,FWD,W,20,64.0,67.9,64.0,15.5,63.9
